ObservationId,MediaId,Vote,Content,ClassId,Family,Genus,Species,Author,Date,Location,Latitude,Longitude,YearInCLEF,ObservationId2014,ImageId2014,LearnTag
33480,177,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,gregoire duche,2009-5-20,Lauret,,,PlantCLEF2014,6596,27776,Train
8878,178,4,LeafScan,1467,Fabaceae,Albizia,Albizia julibrissin Durazz.,pierre bonnet,2010-10-18,Lattes,,,ImageCLEF2011,12933,1676,Train
25490,179,3,Branch,30737,Adoxaceae,Sambucus,Sambucus racemosa L.,andre merle,2012-9-2,Suisse - Trient,46.07023,6.98029,PlantCLEF2014,18077,27555,Train
6287,180,4,Leaf,4827,Rosaceae,Prunus,Prunus avium (L.) L.,herve goeau,2012-5-29,Meyssiès,48.64546,2.32002,PlantCLEF2014,9723,14713,Train
15454,181,3,Flower,30459,Gentianaceae,Gentiana,Gentiana verna L.,alain bigou,2005-6-12,Eyne,42.89626,0.06362,ImageCLEF2013,18815,49791,Train
40473,182,3,LeafScan,8774,Betulaceae,Betula,Betula pubescens Ehrh.,laetitia goeau,2012-4-22,Rocquencourt,,,ImageCLEF2012,5819,55968,Train
22130,183,3,Flower,3441,Geraniaceae,Geranium,Geranium sylvaticum L.,mathieu menand,2009-5-13,Charmensac,,,ImageCLEF2013,13712,35238,Train
36831,184,4,Leaf,4745,Rosaceae,Fragaria,Fragaria vesca L.,herve goeau,2014-4-20,,46.61396,5.84965,PlantCLEF2015,,,Train
5860,185,4,LeafScan,30056,Cornaceae,Cornus,Cornus sanguinea L.,pierre bonnet,2012-4-17,Montpellier,,,ImageCLEF2013,15255,44586,Train
21231,186,3,Flower,3465,Sapindaceae,Aesculus,Aesculus hippocastanum L.,daniel mathieu,2009-4-29,Montpellier,,,ImageCLEF2013,3761,16817,Train
37919,187,4,Flower,14524,Caryophyllaceae,Silene,Silene latifolia Poir.,daniel mathieu,2007-4-17,Prades-le-Lez,,,PlantCLEF2014,3568,42636,Train
13543,188,3,Fruit,34271,Caprifoliaceae,Carica,Carica papaya L.,liliane roubaudi,1990-4-10,îles Canari,,,PlantCLEF2015,,,Train
24815,189,3,Flower,6079,Iridaceae,Crocus,Crocus nudiflorus Sm.,jean-claude calais,2014-9-28,Marchastel,44.61883,3.09177,PlantCLEF2015,,,Train
40347,190,3,Flower,5394,Plantaginaceae,Misopates,Misopates orontium (L.) Raf.,daniel mathieu,2007-5-13,Saint-Martin-de-l'Arçon,,,PlantCLEF2015,,,Train
37402,192,4,LeafScan,6367,Asparagaceae,Ruscus,Ruscus aculeatus L.,daniel barthelemy,2011-10-11,Puechabon,,,ImageCLEF2012,12632,60617,Train
21858,193,3,Flower,5324,Plantaginaceae,Digitalis,Digitalis purpurea L.,claude figureau,2006-6-3,Coex,,,PlantCLEF2014,4573,58984,Train
4130,194,4,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2013-6-27,,,,PlantCLEF2014,17852,42464,Train
31596,196,4,Leaf,329,Araliaceae,Hedera,Hedera helix L.,pierre bonnet,2012-3-21,Montpellier,,,ImageCLEF2013,3231,42258,Train
2651,197,2.5,Leaf,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,emmanuel stratmains,2012-4-9,Le Muy,43.45818,6.59686,PlantCLEF2014,13718,16071,Train
37671,199,3,Leaf,4721,Rosaceae,Crataegus,Crataegus monogyna Jacq.,herve goeau,2013-7-21,Feugarolles,48.65283,2.31433,PlantCLEF2014,3318,18019,Train
27521,200,3,Entire,2455,Convolvulaceae,Convolvulus,Convolvulus cantabrica L.,mathieu menand,2007-4-30,Gruissan,,,ImageCLEF2013,15123,8097,Train
12875,201,4,Leaf,3962,Oleaceae,Syringa,Syringa vulgaris L.,alexis joly,2013-5-8,Saint-Georges-d'Orques,43.61024,3.78477,PlantCLEF2014,1368,57863,Train
28461,204,3.5,Flower,4736,Rosaceae,Cydonia,Cydonia oblonga Mill.,mathieu menand,2011-4-2,Bruniquel,,,PlantCLEF2014,17401,21082,Train
15013,206,3.5,Flower,4721,Rosaceae,Crataegus,Crataegus monogyna Jacq.,jean-luc gorremans,1800-1-1,Athis-Mons,,,ImageCLEF2013,15345,51775,Train
23733,207,4,Stem,5142,Salicaceae,Salix,Salix babylonica L.,pierre bonnet,2012-3-28,Montpellier,,,PlantCLEF2014,8025,24795,Train
18091,208,3,Flower,5411,Paulowniaceae,Paulownia,Paulownia tomentosa (Thunb.) Steud.,liliane roubaudi,2013-4-18,Prades-le-Lez,,,PlantCLEF2015,,,Train
229,209,3,Flower,14778,Lamiaceae,Teucrium,Teucrium chamaedrys L.,pierre seba,2011-5-30,Tilos [GR],,,PlantCLEF2014,5703,6912,Train
14546,211,3,Fruit,2848,Fabaceae,Colutea,Colutea arborescens L.,daniel mathieu,2009-6-14,Bez-et-Esparon,,,PlantCLEF2014,9878,16465,Train
6183,212,4,Stem,5634,Cannabaceae,Celtis,Celtis australis L.,pierre bonnet,2011-4-23,Lattes,,,ImageCLEF2013,12808,15491,Train
7922,213,3,Branch,4616,Rhamnaceae,Paliurus,Paliurus spina-christi Mill.,genevieve botti,2013-8-4,Montauroux,43.58854,6.77294,PlantCLEF2014,3256,42625,Train
33140,214,5,Flower,14834,Fabaceae,Trifolium,Trifolium repens L.,herve goeau,2013-6-11,Sainte-Geneviève-des-Bois,48.64712,2.31709,PlantCLEF2014,17225,7051,Train
10008,215,3,Flower,548,Asteraceae,Carlina,Carlina acanthifolia All.,marie-france petibon,2014-8-17,Gèdre,42.7864,0.01914,PlantCLEF2015,,,Train
27666,217,4,Stem,3297,Fagaceae,Quercus,Quercus suber L.,herve goeau,2013-10-22,Barcelona,41.36161,2.15693,PlantCLEF2014,18310,26017,Train
40038,218,1,Entire,6343,Asparagaceae,Muscari,Muscari comosum (L.) Mill.,genevieve botti,2013-4-11,Marseille,,,PlantCLEF2014,10652,40989,Train
17984,219,1,Branch,4109,Platanaceae,Platanus,Platanus x hispanica Mill. ex Münchh.,herve goeau,2011-4-6,Paris,48.84246,2.35887,ImageCLEF2013,13371,37556,Train
32527,220,4,Fruit,4850,Rosaceae,Pyracantha,Pyracantha coccinea M.Roem.,liliane roubaudi,2013-9-1,Lyon,,,PlantCLEF2015,,,Train
23589,221,4,Entire,30200,Pinaceae,Larix,Larix decidua Mill.,daniel barthelemy,2013-8-14,Evolène Suisse,45.27242,5.47585,PlantCLEF2014,5820,42659,Train
20859,223,3,Flower,8682,Asparagaceae,Asparagus,Asparagus officinalis L.,liliane roubaudi,2008-5-25,Gruissan,,,PlantCLEF2015,,,Train
37758,224,2.5,Entire,6305,Liliaceae,Fritillaria,Fritillaria meleagris L.,liliane roubaudi,2008-3-5,Quincieux,,,PlantCLEF2014,3261,5466,Train
25566,225,3,Entire,3546,Lamiaceae,Galeopsis,Galeopsis tetrahit L.,valerie bruneau-querey,2011-8-7,Beaumesnil,49.00595,0.69843,PlantCLEF2014,15503,11585,Train
36844,226,3,Flower,8774,Betulaceae,Betula,Betula pubescens Ehrh.,herve goeau,2011-4-20,Rocquencourt,48.84401,2.35995,PlantCLEF2014,1757,52812,Train
39292,227,5,Flower,6491,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,marie portas,2013-5-25,Saint-Pons,,,PlantCLEF2015,,,Train
40631,228,5,Flower,6089,Iridaceae,Gladiolus,Gladiolus italicus Mill.,errol vela,2012-6-3,La Bastide-des-Jourdans,43.78289,5.6437,PlantCLEF2015,,,Train
14234,229,3,Flower,5604,Thymelaeaceae,Daphne,Daphne laureola L.,catherine mahyeux,2009-4-9,Saint-Ferréol-de-Comminges,,,PlantCLEF2014,17501,16194,Train
37322,231,3,Leaf,2717,Euphorbiaceae,Euphorbia,Euphorbia lathyris L.,augustin roche,2004-5-15,Cantenay-Épinard,47.52909,-0.56279,ImageCLEF2013,18040,18814,Train
37733,233,5,Stem,4109,Platanaceae,Platanus,Platanus x hispanica Mill. ex Münchh.,pierre bonnet,2011-4-12,Montpellier,,,ImageCLEF2013,195,52982,Train
6919,234,3,Flower,4721,Rosaceae,Crataegus,Crataegus monogyna Jacq.,jean-jacques houdre,2012-5-17,Pégairolles-de-Buèges,43.79583,3.55,ImageCLEF2013,13092,31365,Train
19,236,3,Entire,4074,Pittosporaceae,Pittosporum,Pittosporum tobira (Thunb.) W.T.Aiton,pierre bonnet,2011-4-30,Palavas-les-Flots,,,ImageCLEF2013,18726,54088,Train
23129,238,3,Leaf,30303,Dennstaedtiaceae,Pteridium,Pteridium aquilinum (L.) Kuhn,samuel dufour-kowalski,2012-11-29,St Denis Bois de Nèfles,-20.93686,55.47179,PlantCLEF2015,,,Train
15459,239,3,Branch,30402,Lamiaceae,Teucrium,Teucrium scorodonia L.,jean-luc gorremans,2014-7-30,Noisy-sur-École,48.37461,2.51627,PlantCLEF2015,,,Train
31620,240,4,Flower,4742,Rosaceae,Filipendula,Filipendula vulgaris Moench,liliane roubaudi,2013-6-4,Corignac,,,PlantCLEF2015,,,Train
30719,241,3,Entire,4759,Rosaceae,Kerria,Kerria japonica (L.) DC.,hennequin,2014-4-21,Condé-sur-Marne,49.04399,4.18171,PlantCLEF2015,,,Train
29158,242,3,Entire,30287,Orchidaceae,Platanthera,Platanthera chlorantha (Custer) Rchb.,emmanuel stratmains,2013-6-30,Cheffreville-Tonnencourt,49.02853,0.22758,PlantCLEF2015,,,Train
20009,243,1,Entire,29903,Asteraceae,Taraxacum,Taraxacum officinale F.H.Wigg.,sauvages de ma rue,2012-4-2,,48.8905,2.37713,PlantCLEF2014,18925,32754,Train
5330,244,3,Flower,3130,Fabaceae,Sophora,Sophora japonica L.,nicolas sennavoine,2014-8-6,Saint-André-du-Bois,44.61584,-0.17076,PlantCLEF2015,,,Train
14880,245,3,Fruit,4760,Rosaceae,Malus,Malus domestica Borkh.,herve goeau,2013-9-4,Torfou,48.52956,2.24041,PlantCLEF2014,4335,33810,Train
39286,246,4,Flower,1893,Campanulaceae,Campanula,Campanula patula L.,claude figureau,2012-7-18,Autriche Niderthai,,,PlantCLEF2015,,,Train
37101,247,4,LeafScan,30008,Brassicaceae,Capsella,Capsella bursa-pastoris (L.) Medik.,liliane roubaudi,2014-3-4,Lyon,,,PlantCLEF2015,,,Train
20853,249,2,Branch,5090,Rubiaceae,Galium,Galium verum L.,liliane roubaudi,2013-6-29,Gresse-en-Vercors,,,PlantCLEF2015,,,Train
24257,250,3,Entire,8703,Asteraceae,Tripolium,Tripolium pannonicum (Jacq.) Dobrocz.,jean-jacques houdre,2011-10-17,Barbâtre,46.93239,-2.15287,PlantCLEF2015,,,Train
2451,251,3,Leaf,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,jean-jacques houdre,2013-10-18,Fleurat,46.22583,1.69686,PlantCLEF2015,,,Train
27430,252,5,Flower,2055,Caryophyllaceae,Dianthus,Dianthus gallicus Pers.,guy libante,2013-8-28,Saint-Chély-d'Aubrac,44.57792,2.99241,PlantCLEF2015,,,Train
36473,255,3,Flower,2176,Caryophyllaceae,Saponaria,Saponaria ocymoides L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,8566,23461,Train
17860,258,3,Fruit,5714,Lamiaceae,Vitex,Vitex agnus-castus L.,liliane roubaudi,2012-12-2,Paris,,,ImageCLEF2013,4409,5415,Train
40461,259,3,Entire,148,Apiaceae,Crithmum,Crithmum maritimum L.,hugues tinguy,2011-9-11,Cayeux-sur-Mer,,,ImageCLEF2013,1930,13523,Train
31704,260,3,LeafScan,1803,Brassicaceae,Sisymbrium,Sisymbrium irio L.,bertrand bui,2011-9-28,Paris,43.39967,5.34849,PlantCLEF2015,,,Train
20424,263,3,Flower,1166,Asteraceae,Jacobaea,"Jacobaea erucifolia (L.) P.Gaertn., B.Mey. & Scherb.",thierry pernot,1800-1-1,,,,PlantCLEF2015,,,Train
1875,264,3,Fruit,4846,Rosaceae,Prunus,Prunus serotina Ehrh.,mathieu menand,2010-6-11,Pibrac,,,ImageCLEF2013,17361,11563,Train
21888,265,3,Leaf,1959,Caprifoliaceae,Lonicera,Lonicera etrusca Santi,john de vos,2012-8-5,Montdardier,43.92175,3.60227,PlantCLEF2015,,,Train
33282,266,5,LeafScan,3279,Fagaceae,Castanea,Castanea sativa Mill.,denis cachon,2009-5-31,Paris,,,ImageCLEF2011,18685,55069,Train
32089,267,4,LeafScan,1948,Capparaceae,Capparis,Capparis spinosa L.,daniel barthelemy,2011-10-11,Puechabon,,,ImageCLEF2012,14840,36098,Train
19567,268,3,Flower,3546,Lamiaceae,Galeopsis,Galeopsis tetrahit L.,dominique remaud,2012-9-19,Etalante,47.64083,4.76124,PlantCLEF2014,15682,57595,Train
34287,270,4,Stem,29924,Sapindaceae,Acer,Acer negundo L.,herve goeau,2012-4-19,Colombiers,,,PlantCLEF2014,6882,7406,Train
4935,271,3,LeafScan,4379,Lythraceae,Punica,Punica granatum L.,jean-francois molino,2011-10-30,Grabels,43.65096,3.78614,ImageCLEF2012,16281,56210,Train
36342,272,2.5,Flower,2475,Cornaceae,Cornus,Cornus mas L.,michel pourchet,1800-1-1,Champ-sur-Drac,,,ImageCLEF2013,10106,26149,Train
22461,273,3,Entire,4092,Plantaginaceae,Plantago,Plantago lagopus L.,liliane roubaudi,1985-5-12,Fleury,,,PlantCLEF2015,,,Train
32286,274,3,Entire,565,Asteraceae,Centaurea,Centaurea aspera L.,jean-jacques houdre,2011-10-13,La Faute-sur-Mer,46.30352,-1.2944,ImageCLEF2013,12017,300,Train
7109,275,1,Flower,1325,Betulaceae,Betula,Betula pendula Roth,michel pourchet,2006-4-6,,,,PlantCLEF2014,7922,28816,Train
25204,276,3,Entire,4485,Ranunculaceae,Anemone,Anemone rubra Lam.,Unknown364,2011-4-27,Langogne,,,PlantCLEF2015,,,Train
5413,277,3,Leaf,7323,Taxaceae,Taxus,Taxus baccata L.,herve goeau,2013-6-28,Paris,48.83649,2.0978,PlantCLEF2014,1218,24414,Train
40410,278,4,LeafScan,8523,Sapindaceae,Acer,Acer monspessulanum L.,liliane roubaudi,2013-6-25,Cassis,,,PlantCLEF2014,9094,20671,Train
35890,280,4,LeafScan,2689,Euphorbiaceae,Euphorbia,Euphorbia characias L.,daniel barthelemy,2011-10-11,Puechabon,,,ImageCLEF2012,10513,45490,Train
5260,281,4,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,bernard andrieu,2013-5-21,La Tour-sur-Orb,43.65545,3.18003,PlantCLEF2014,782,25882,Train
14463,282,3,Entire,1556,Brassicaceae,Brassica,Brassica napus L.,florent beck,2013-4-12,Hélette,43.32262,-1.26759,PlantCLEF2015,,,Train
39884,283,3,Flower,1842,Buxaceae,Buxus,Buxus sempervirens L.,daniel barthelemy,2013-4-13,Puéchabon,,,PlantCLEF2014,12589,44600,Train
14208,284,1,Entire,8774,Betulaceae,Betula,Betula pubescens Ehrh.,jean mellinger,2002-11-5,Barembach,48.4769,7.22776,PlantCLEF2014,14185,57705,Train
15756,285,1,Leaf,5570,Solanaceae,Solanum,Solanum dulcamara L.,michel pourchet,2007-7-30,Juillac,,,ImageCLEF2013,8686,49946,Train
28114,286,3,Leaf,30093,Cucurbitaceae,Ecballium,Ecballium elaterium (L.) A.Rich.,daniel mathieu,2007-11-7,Sète,,,PlantCLEF2014,376,22900,Train
17210,287,3,LeafScan,2941,Fabaceae,Lathyrus,Lathyrus cicera L.,pierre bonnet,2013-5-6,Montpellier,,,PlantCLEF2014,9122,2289,Train
36157,288,3,Entire,8527,Asteraceae,Achillea,Achillea millefolium L.,augustin roche,2004-6-22,Saint-Pierre-de-Coutances,49.0282,-1.4388,PlantCLEF2014,5168,2023,Train
2474,289,3,LeafScan,2394,Cistaceae,Cistus,Cistus albidus L.,liliane roubaudi,2013-1-3,Fleury,,,PlantCLEF2014,18569,55197,Train
26343,290,3.5,Flower,1893,Campanulaceae,Campanula,Campanula patula L.,marie portas,2012-7-3,Chadron,,,PlantCLEF2015,,,Train
11841,291,4,Flower,3656,Lamiaceae,Scutellaria,Scutellaria galericulata L.,john de vos,2014-8-9,Auroux,44.75263,3.72703,PlantCLEF2015,,,Train
32502,292,3,Fruit,5905,Cyperaceae,Carex,Carex flacca Schreb.,louise boulangeat,2013-4-11,Montpellier,43.64109,3.84886,PlantCLEF2015,,,Train
33880,293,2,Branch,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,david mercier,2012-7-25,Soucelles,,,PlantCLEF2014,8721,13842,Train
24910,294,2,Entire,54,Anacardiaceae,Cotinus,Cotinus coggygria Scop.,michel pourchet,2006-5-28,Vif,,,ImageCLEF2013,9891,58456,Train
12396,295,4.5,Stem,3841,Meliaceae,Melia,Melia azedarach L.,daniel barthelemy,2013-4-25,Montpellier,43.6295,3.866,PlantCLEF2014,18202,25564,Train
4359,297,4,Leaf,2651,Ericaceae,Calluna,Calluna vulgaris (L.) Hull,liliane roubaudi,2014-8-15,Chamonix Mont Blanc,,,PlantCLEF2015,,,Train
40130,298,5,Flower,3397,Geraniaceae,Erodium,Erodium ciconium (L.) L'Hér.,jean-jacques houdre,2013-4-28,Fabrègues,,,PlantCLEF2014,1870,49404,Train
8750,299,3,Entire,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",paul fabre,2010-5-13,La Couvertoirade,43.84443,3.26981,ImageCLEF2013,15599,43568,Train
22438,300,2,Branch,5458,Scrophulariaceae,Scrophularia,Scrophularia auriculata L.,mathieu menand,2008-5-12,Avignonet-Lauragais,,,PlantCLEF2015,,,Train
3,301,3,Flower,12389,Verbenaceae,Lantana,Lantana camara L.,elyse mouysset,2012-11-24,St Philippe Mare Longue,-21.35364,55.7408,PlantCLEF2015,,,Train
32022,302,3,Entire,30353,Crassulaceae,Sedum,Sedum dasyphyllum L.,ans gorter,2011-8-4,Roquefixade,45.31989,6.99346,PlantCLEF2015,,,Train
34147,303,3,Branch,5634,Cannabaceae,Celtis,Celtis australis L.,liliane roubaudi,2013-10-26,Lyon,,,PlantCLEF2014,9657,14607,Train
23984,304,3,Flower,8931,Cannaceae,Canna,Canna indica L.,herve goeau,2013-7-24,Vianne,44.19531,0.3202,PlantCLEF2015,,,Train
24962,305,3,Leaf,3956,Oleaceae,Olea,Olea europaea L.,pierre bonnet,2010-11-9,Montpellier,,,ImageCLEF2011,7981,1582,Train
28736,306,3,Flower,30008,Brassicaceae,Capsella,Capsella bursa-pastoris (L.) Medik.,emmanuel stratmains,2012-6-26,Le Mans,48.02891,0.18775,PlantCLEF2014,8080,30885,Train
12788,307,3,Branch,3584,Lamiaceae,Mentha,Mentha aquatica L.,liliane roubaudi,2012-9-29,Lyon,,,PlantCLEF2014,18606,42797,Train
39058,309,3,Leaf,2950,Fabaceae,Lathyrus,Lathyrus latifolius L.,herve goeau,2013-7-21,Feugarolles,48.65283,2.31433,PlantCLEF2014,18906,31211,Train
36286,310,4,LeafScan,4617,Rhamnaceae,Rhamnus,Rhamnus alaternus L.,mathieu millan,2010-7-1,Montpellier,,,ImageCLEF2011,5452,8093,Train
7608,311,1,Branch,5570,Solanaceae,Solanum,Solanum dulcamara L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4028,4689,Train
90,312,5,Fruit,14549,Caprifoliaceae,Scabiosa,Scabiosa atropurpurea L.,paul fabre,2012-6-16,Cazevieille,,,PlantCLEF2015,,,Train
40467,313,4,Flower,2532,Crassulaceae,Sempervivum,Sempervivum arachnoideum L.,genevieve botti,2014-7-5,Seyne,,,PlantCLEF2015,,,Train
19226,314,3,Flower,4887,Rosaceae,Rosa,Rosa spinosissima L.,christophe girod,2006-5-16,Talant,,,PlantCLEF2015,,,Train
6683,315,2,Branch,459,Asteraceae,Artemisia,Artemisia vulgaris L.,mathieu menand,2008-7-31,Vézins-de-Lévézou,,,PlantCLEF2015,,,Train
11603,316,3.5,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-3-24,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,6379,24492,Train
23748,317,1,Entire,661,Asteraceae,Cichorium,Cichorium intybus L.,daniel mathieu,2007-7-15,Avignon,,,ImageCLEF2013,1175,54076,Train
31167,318,3,Leaf,30129,Rhamnaceae,Frangula,Frangula dodonei Ard.,mathieu menand,2010-5-15,Moliets-et-Maa,,,ImageCLEF2013,6916,58086,Train
24218,319,1,Entire,2537,Crassulaceae,Sempervivum,Sempervivum montanum L.,alain bigou,2013-8-10,Cauterets,42.79723,-0.14136,PlantCLEF2015,,,Train
3533,320,3,Flower,7075,Poaceae,Poa,Poa annua L.,michel rouge,2013-6-15,,48.8394,2.33688,PlantCLEF2015,,,Train
21058,321,3,Entire,3451,Plantaginaceae,Globularia,Globularia alypum L.,daniel mathieu,2007-2-23,Mourèze,,,ImageCLEF2013,19333,10023,Train
28528,322,4,LeafScan,3750,Lauraceae,Laurus,Laurus nobilis L.,pierre bonnet,2012-4-24,Montpellier,,,ImageCLEF2013,3906,49807,Train
39473,324,3,Leaf,3849,Moraceae,Morus,Morus alba L.,pierre bonnet,2012-11-29,Les Avirons,-21.24064,55.3342,PlantCLEF2015,,,Train
7466,325,3,Entire,34550,Apiaceae,Centella,Centella asiatica (L.) Urb.,florian fraix-bavuz,2014-2-23,,-16.731,-151.443,PlantCLEF2015,,,Train
23182,326,4,Leaf,3962,Oleaceae,Syringa,Syringa vulgaris L.,anne verroust,2012-9-10,Rocquencourt,48.83034,2.11229,ImageCLEF2013,8893,25095,Train
24329,328,3,Flower,1382,Boraginaceae,Heliotropium,Heliotropium europaeum L.,herve goeau,2013-7-15,Pego,38.87151,-0.07449,PlantCLEF2015,,,Train
18891,329,1,Stem,4996,Rosaceae,Sorbus,Sorbus torminalis (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,8193,38446,Train
37362,330,2,Flower,14914,Violaceae,Viola,Viola arvensis Murray,emmanuel stratmains,2013-7-1,Souillé,48.12239,0.18102,PlantCLEF2015,,,Train
19486,331,3,Flower,3557,Lamiaceae,Lamium,Lamium album L.,mathieu menand,2009-4-22,Busset,,,PlantCLEF2014,9135,52195,Train
35170,332,3,Entire,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,mathieu menand,2008-6-28,Belin-Béliet,,,PlantCLEF2014,2091,56349,Train
2996,333,3,Flower,538,Asteraceae,Carduus,Carduus nutans L.,jean-luc gorremans,2012-6-9,Auvers-Saint-Georges,48.48473,2.24975,PlantCLEF2014,17392,53420,Train
33588,334,3,Branch,4758,Rosaceae,Geum,Geum urbanum L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,11798,16672,Train
23359,335,3.5,Flower,30231,Fabaceae,Medicago,Medicago arborea L.,bertrand bui,2011-3-6,Martigues,43.32967,5.07465,PlantCLEF2015,,,Train
5878,336,2,Branch,329,Araliaceae,Hedera,Hedera helix L.,herve goeau,2012-2-24,Sainte-Geneviève-des-Bois,48.64469,2.29842,ImageCLEF2012,223,50628,Train
23772,337,3,Entire,5357,Plantaginaceae,Linaria,Linaria alpina (L.) Mill.,mathilde duverger,2014-8-17,Saint-Christophe-en-Oisans,44.9355,6.32539,PlantCLEF2015,,,Train
3733,338,3,Flower,1180,Asteraceae,Jacobaea,Jacobaea vulgaris Gaertn.,herve goeau,2014-5-14,Palaiseau,48.71443,2.20652,PlantCLEF2015,,,Train
20408,339,2,Entire,603,Asteraceae,Cyanus,Cyanus montanus (L.) Hill,maverick6901,2014-5-17,Peyriat,46.14813,5.51467,PlantCLEF2015,,,Train
41726,340,3,Leaf,37382,Cucurbitaceae,Bryonia,Bryonia cretica L.,christophe feliciaggi,2014-6-10,Malras,43.05896,2.17779,PlantCLEF2015,,,Train
31084,341,3,Stem,5634,Cannabaceae,Celtis,Celtis australis L.,pierre bonnet,2011-2-19,Montpellier,,,ImageCLEF2013,7326,25056,Train
34947,342,5,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,claude figureau,2004-5-20,Lagrasse,,,PlantCLEF2014,16185,44750,Train
22184,343,3.67,Fruit,2674,Ericaceae,Vaccinium,Vaccinium myrtillus L.,liliane roubaudi,2013-8-17,Chamonix-Mont-Blanc,,,PlantCLEF2014,14053,37513,Train
32496,344,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-5-22,Vendres,,,PlantCLEF2015,,,Train
